"No.","Time","Source","Destination","Protocol","Length","Info"
"29","0.008398628","192.168.0.164","192.168.0.132","TCP","66","63920  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"30","0.008398758","192.168.0.164","192.168.0.132","TCP","66","63921  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"31","0.008900903","192.168.0.164","192.168.0.132","TCP","66","63923  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"32","0.008901013","192.168.0.164","192.168.0.132","TCP","66","63924  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"33","0.010220225","192.168.0.164","192.168.0.132","TCP","66","63926  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"34","0.010220355","192.168.0.164","192.168.0.132","TCP","66","63922  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"35","0.010220405","192.168.0.164","192.168.0.132","TCP","66","63927  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"36","0.010604139","192.168.0.164","192.168.0.132","TCP","66","63925  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"37","0.010871451","192.168.0.164","192.168.0.132","TCP","66","63928  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"38","0.010871561","192.168.0.164","192.168.0.132","TCP","66","63931  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"39","0.011420636","192.168.0.164","192.168.0.132","TCP","66","63929  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"40","0.011420756","192.168.0.164","192.168.0.132","TCP","66","63930  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"41","0.022988584","192.168.0.164","192.168.0.132","TCP","66","63932  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"42","0.022988984","192.168.0.164","192.168.0.132","TCP","66","63934  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"43","0.023430568","192.168.0.164","192.168.0.132","TCP","66","63933  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"44","0.024417777","192.168.0.164","192.168.0.132","TCP","66","63938  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"45","0.024922222","192.168.0.164","192.168.0.132","TCP","66","63937  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"46","0.024922322","192.168.0.164","192.168.0.132","TCP","66","63940  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"47","0.025415887","192.168.0.164","192.168.0.132","TCP","66","63935  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"48","0.025415967","192.168.0.164","192.168.0.132","TCP","66","63941  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"49","0.025416017","192.168.0.164","192.168.0.132","TCP","66","63936  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"50","0.025913641","192.168.0.164","192.168.0.132","TCP","66","63942  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"51","0.025913731","192.168.0.164","192.168.0.132","TCP","66","63945  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"52","0.026416706","192.168.0.164","192.168.0.132","TCP","66","63943  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"53","0.026416786","192.168.0.164","192.168.0.132","TCP","66","63944  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"54","0.026416836","192.168.0.164","192.168.0.132","TCP","66","63939  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"55","0.026907331","192.168.0.164","192.168.0.132","TCP","66","63947  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"56","0.026907411","192.168.0.164","192.168.0.132","TCP","66","63948  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"57","0.027426166","192.168.0.164","192.168.0.132","TCP","66","63946  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"58","0.027909510","192.168.0.164","192.168.0.132","TCP","66","63950  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"59","0.028486235","192.168.0.164","192.168.0.132","TCP","66","63949  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"60","0.028486315","192.168.0.164","192.168.0.132","TCP","66","63951  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"61","0.028919679","192.168.0.164","192.168.0.132","TCP","66","63952  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"62","0.028919759","192.168.0.164","192.168.0.132","TCP","66","63954  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"63","0.028919809","192.168.0.164","192.168.0.132","TCP","66","63953  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"64","0.029421464","192.168.0.164","192.168.0.132","TCP","66","63955  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"65","0.030424383","192.168.0.164","192.168.0.132","TCP","66","63958  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"66","0.030424473","192.168.0.164","192.168.0.132","TCP","66","63956  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"67","0.030908918","192.168.0.164","192.168.0.132","TCP","66","63959  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"68","0.030908998","192.168.0.164","192.168.0.132","TCP","66","63960  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"69","0.031483293","192.168.0.164","192.168.0.132","TCP","66","63961  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"70","0.031483373","192.168.0.164","192.168.0.132","TCP","66","63957  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"71","0.032974927","192.168.0.164","192.168.0.132","TCP","66","63964  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"72","0.032975147","192.168.0.164","192.168.0.132","TCP","66","63962  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"73","0.032975197","192.168.0.164","192.168.0.132","TCP","66","63963  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"74","0.044055432","192.168.0.164","192.168.0.132","TCP","66","63965  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"75","0.044055872","192.168.0.164","192.168.0.132","TCP","66","63966  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"76","0.044493187","192.168.0.164","192.168.0.132","TCP","66","63967  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"77","0.044931640","192.168.0.164","192.168.0.132","TCP","66","63970  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"78","0.045457096","192.168.0.164","192.168.0.132","TCP","66","63969  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"79","0.045457226","192.168.0.164","192.168.0.132","TCP","66","63968  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"80","0.045941880","192.168.0.164","192.168.0.132","TCP","66","63972  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"81","0.045942000","192.168.0.164","192.168.0.132","TCP","66","63971  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"82","0.045985760","192.168.0.164","192.168.0.132","TCP","66","63974  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"83","0.046447185","192.168.0.164","192.168.0.132","TCP","66","63973  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"84","0.046958739","192.168.0.164","192.168.0.132","TCP","66","63977  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"85","0.046958859","192.168.0.164","192.168.0.132","TCP","66","63975  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"86","0.046958909","192.168.0.164","192.168.0.132","TCP","66","63976  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"87","0.047942729","192.168.0.164","192.168.0.132","TCP","66","63980  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"88","0.047942889","192.168.0.164","192.168.0.132","TCP","66","63979  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"89","0.047942949","192.168.0.164","192.168.0.132","TCP","66","63981  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"90","0.048439183","192.168.0.164","192.168.0.132","TCP","66","63978  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"91","0.048938018","192.168.0.164","192.168.0.132","TCP","66","63982  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"92","0.049433922","192.168.0.164","192.168.0.132","TCP","66","63983  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"93","0.049434012","192.168.0.164","192.168.0.132","TCP","66","63984  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"94","0.049980768","192.168.0.164","192.168.0.132","TCP","66","63987  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"95","0.050446572","192.168.0.164","192.168.0.132","TCP","66","63985  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"96","0.050446672","192.168.0.164","192.168.0.132","TCP","66","63986  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"97","0.050928286","192.168.0.164","192.168.0.132","TCP","66","63990  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"98","0.050928396","192.168.0.164","192.168.0.132","TCP","66","63989  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"99","0.051459421","192.168.0.164","192.168.0.132","TCP","66","63988  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"100","0.051942796","192.168.0.164","192.168.0.132","TCP","66","63991  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"101","0.052477562","192.168.0.164","192.168.0.132","TCP","66","63992  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"102","0.052477692","192.168.0.164","192.168.0.132","TCP","66","63993  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"103","0.052949105","192.168.0.164","192.168.0.132","TCP","66","63994  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"104","0.052949225","192.168.0.164","192.168.0.132","TCP","66","63997  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"105","0.053439660","192.168.0.164","192.168.0.132","TCP","66","63996  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"106","0.053439780","192.168.0.164","192.168.0.132","TCP","66","63995  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"107","0.054457150","192.168.0.164","192.168.0.132","TCP","66","63998  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"108","0.054457280","192.168.0.164","192.168.0.132","TCP","66","64000  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"109","0.054457320","192.168.0.164","192.168.0.132","TCP","66","63999  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"110","0.067123267","192.168.0.164","192.168.0.132","TCP","66","64001  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"111","0.067497361","192.168.0.164","192.168.0.132","TCP","66","64002  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"112","0.067497741","192.168.0.164","192.168.0.132","TCP","66","64003  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"113","0.067497781","192.168.0.164","192.168.0.132","TCP","66","64004  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"114","0.067970375","192.168.0.164","192.168.0.132","TCP","66","64007  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"115","0.067970525","192.168.0.164","192.168.0.132","TCP","66","64005  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"116","0.068574411","192.168.0.164","192.168.0.132","TCP","66","64006  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"117","0.068954944","192.168.0.164","192.168.0.132","TCP","66","64010  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"118","0.069442159","192.168.0.164","192.168.0.132","TCP","66","64009  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"119","0.069482539","192.168.0.164","192.168.0.132","TCP","66","64008  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"120","0.070452308","192.168.0.164","192.168.0.132","TCP","66","64012  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"121","0.070452428","192.168.0.164","192.168.0.132","TCP","66","64011  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"122","0.070955013","192.168.0.164","192.168.0.132","TCP","66","64013  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"123","0.070955153","192.168.0.164","192.168.0.132","TCP","66","64015  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"124","0.071442478","192.168.0.164","192.168.0.132","TCP","66","64014  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"125","0.071986174","192.168.0.164","192.168.0.132","TCP","66","64017  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"126","0.072460687","192.168.0.164","192.168.0.132","TCP","66","64016  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"127","0.072460807","192.168.0.164","192.168.0.132","TCP","66","64018  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"128","0.072958332","192.168.0.164","192.168.0.132","TCP","66","64019  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"129","0.072958462","192.168.0.164","192.168.0.132","TCP","66","64021  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"130","0.073542427","192.168.0.164","192.168.0.132","TCP","66","64020  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"131","0.073968881","192.168.0.164","192.168.0.132","TCP","66","64022  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"132","0.074477842","192.168.0.164","192.168.0.132","TCP","66","64023  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"133","0.074477962","192.168.0.164","192.168.0.132","TCP","66","64024  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"134","0.074958230","192.168.0.164","192.168.0.132","TCP","66","64025  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"135","0.075004131","192.168.0.164","192.168.0.132","TCP","66","64027  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"136","0.075477365","192.168.0.164","192.168.0.132","TCP","66","64026  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"137","0.076469564","192.168.0.164","192.168.0.132","TCP","66","64031  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"138","0.076469694","192.168.0.164","192.168.0.132","TCP","66","64030  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"139","0.076469744","192.168.0.164","192.168.0.132","TCP","66","64029  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"140","0.076469784","192.168.0.164","192.168.0.132","TCP","66","64028  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"141","0.076961789","192.168.0.164","192.168.0.132","TCP","66","64032  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"142","0.076961899","192.168.0.164","192.168.0.132","TCP","66","64034  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"143","0.077456524","192.168.0.164","192.168.0.132","TCP","66","64033  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144","0.078009049","192.168.0.164","192.168.0.132","TCP","66","64035  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"145","0.078458042","192.168.0.164","192.168.0.132","TCP","66","64036  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"146","0.078458162","192.168.0.164","192.168.0.132","TCP","66","64037  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"147","0.078955798","192.168.0.164","192.168.0.132","TCP","66","64038  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"148","0.091036761","192.168.0.164","192.168.0.132","TCP","66","64039  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"149","0.091037171","192.168.0.164","192.168.0.132","TCP","66","64040  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"150","0.091985250","192.168.0.164","192.168.0.132","TCP","66","64042  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"151","0.091985320","192.168.0.164","192.168.0.132","TCP","66","64041  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"152","0.092480965","192.168.0.164","192.168.0.132","TCP","66","64043  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"153","0.092979310","192.168.0.164","192.168.0.132","TCP","66","64045  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"154","0.093471695","192.168.0.164","192.168.0.132","TCP","66","64046  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"155","0.093471775","192.168.0.164","192.168.0.132","TCP","66","64044  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"156","0.093997760","192.168.0.164","192.168.0.132","TCP","66","64047  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"157","0.094678906","192.168.0.164","192.168.0.132","TCP","66","64049  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"158","0.095227231","192.168.0.164","192.168.0.132","TCP","66","64052  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"159","0.095227361","192.168.0.164","192.168.0.132","TCP","66","64051  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"160","0.095227401","192.168.0.164","192.168.0.132","TCP","66","64050  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"161","0.095511564","192.168.0.164","192.168.0.132","TCP","66","64048  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"162","0.096521543","192.168.0.164","192.168.0.132","TCP","66","64053  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"163","0.097000548","192.168.0.164","192.168.0.132","TCP","66","64054  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"164","0.097000658","192.168.0.164","192.168.0.132","TCP","66","64057  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"165","0.097000698","192.168.0.164","192.168.0.132","TCP","66","64056  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"166","0.097483542","192.168.0.164","192.168.0.132","TCP","66","64055  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"167","0.097483642","192.168.0.164","192.168.0.132","TCP","66","64058  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"168","0.097977637","192.168.0.164","192.168.0.132","TCP","66","64059  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
